Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Glioma,4/75,0.006552757758754076,0.015084994423798447,0,0,5.7299259474372,28.809318682593226,CCND1;E2F2;PIK3R1;EGFR
Neurotrophin signaling pathway,5/119,0.006647876667002586,0.01514619323100589,0,0,4.4741387146623035,22.43090551872311,RPS6KA3;JUN;MAGED1;MAPKAPK2;PIK3R1
Bacterial invasion of epithelial cells,4/77,0.007185454361582799,0.016203932794997947,0,0,5.572376782940263,27.503560717588353,CAV2;CAV1;PIK3R1;MET
Cell cycle,5/124,0.007878927476310874,0.017588312851158618,0,0,4.285061174728959,20.75496586451663,CCND2;CCND1;PLK1;E2F2;CDC25B
Calcium signaling pathway,7/240,0.010122928592675067,0.022371672189811898,0,0,3.0780621531132732,14.137392554447967,HGF;KDR;CXCR4;FGFR3;MET;EGFR;MYLK
Type II diabetes mellitus,3/46,0.010614210649157109,0.02322515399469031,0,0,7.069409660107334,32.134436721037815,SOCS3;IRS2;PIK3R1
Shigellosis,7/246,0.01148311307861508,0.024880078336999338,0,0,2.999868562290521,13.400046136089044,C3;JUN;ARF1;PIK3R1;TLR4;EGFR;FOXO1
Salmonella infection,7/249,0.01221076581188883,0.026199798489586715,0,0,2.9622257799316345,13.049899861270797,TCF7L2;JUN;ARF1;KLC2;FADD;FOS;TLR4
Apoptosis,5/142,0.0136134327977718,0.02885995264992406,0,0,3.718656631746152,15.977945508843312,JUN;PIK3R1;FADD;FOS;CTSD
GnRH signaling pathway,4/93,0.013728517068990803,0.02885995264992406,0,0,4.566894474690143,19.58412256520565,EGR1;MMP14;JUN;EGFR
Pathogenic Escherichia coli infection,6/197,0.013842330230280317,0.02885995264992406,0,0,3.2086060209424083,13.73291069187258,JUN;ARF1;FADD;FOS;EZR;TLR4
TGF-beta signaling pathway,4/94,0.014230476839340207,0.02939191945321669,0,0,4.515922107674685,19.2033687937959,PPP2R1B;BMPR1B;DCN;TGFBR2
Circadian entrainment,4/97,0.01580564630690436,0.03234303549838762,0,0,4.36958208624321,18.122352491235524,PER1;GNG2;RASD1;FOS
Choline metabolism in cancer,4/98,0.016354060865679677,0.03315823349830467,0,0,4.322877824084229,17.781202752720034,JUN;PIK3R1;FOS;EGFR
Regulation of lipolysis in adipocytes,3/55,0.017196707468804112,0.03454974864187008,0,0,5.84319526627219,23.74112055013548,FABP4;IRS2;PIK3R1
Progesterone-mediated oocyte maturation,4/100,0.017486372614794122,0.03481521034116668,0,0,4.232388316151202,17.125654244050143,RPS6KA3;PLK1;PIK3R1;CDC25B
Phagosome,5/152,0.017775596327641724,0.035075060610793046,0,0,3.4639244298755774,13.959368665739063,C3;TAP1;CALR;CD36;TLR4
Hedgehog signaling pathway,3/56,0.01804049737404705,0.03528274265189733,0,0,5.732656023222061,23.017394687188755,GRK3;CCND2;CCND1
Legionellosis,3/57,0.01890698326246999,0.036653011412332175,0,0,5.626210826210826,22.326064494152536,C3;ARF1;TLR4
VEGF signaling pathway,3/59,0.02070816364581049,0.03979568839760103,0,0,5.424725274725275,21.032892807745707,MAPKAPK2;KDR;PIK3R1
Necroptosis,5/159,0.021142029329160792,0.040279211049521854,0,0,3.305295740528901,12.746847600305095,STAT5A;STAT5B;STAT1;FADD;TLR4
Viral myocarditis,3/60,0.021642897959238256,0.04088102947856115,0,0,5.329284750337382,20.427563690905835,CCND1;CAV1;DMD
Wnt signaling pathway,5/166,0.024899587844699565,0.04663397384473393,0,0,3.1604608502558493,11.671278604467908,TCF7L2;JUN;CCND2;CCND1;FZD4
Sphingolipid signaling pathway,4/119,0.030689992591719423,0.05699570052747893,0,0,3.5297176154190946,12.296896063976588,PPP2R1B;S1PR1;PIK3R1;CTSD
Alzheimer disease,8/369,0.03099626697407099,0.0570847916772474,0,0,2.2675025513923313,7.877051041399943,KLC2;LRP1;MME;FZD4;LPL;IRS2;PIK3R1;FADD
Epithelial cell signaling in Helicobacter pylori infection,3/70,0.032240602824136856,0.058885729125076405,0,0,4.531572904707233,15.563817031954146,JUN;MET;EGFR
Tuberculosis,5/180,0.03364008413978711,0.06093818520404059,0,0,2.9055514433752774,9.855737834837814,C3;STAT1;FADD;CTSD;TLR4
Platelet activation,4/124,0.03492327266633233,0.0627483191809711,0,0,3.381786941580756,11.344548674513174,COL1A2;VWF;PIK3R1;MYLK
B cell receptor signaling pathway,3/81,0.04648439109138168,0.0828471808967367,0,0,3.8903353057199213,11.93803346808487,JUN;FOS;PIK3R1
Diabetic cardiomyopathy,5/203,0.051709844915919914,0.09084439267471814,0,0,2.5650285235777464,7.5978891800779955,COL1A2;PIK3R1;CD36;CTSD;TGFBR2
Aldosterone-regulated sodium reabsorption,2/37,0.051793635642599485,0.09084439267471814,0,0,5.762973760932945,17.061214671092433,PIK3R1;SGK1
Neuroactive ligand-receptor interaction,7/341,0.05365161467240888,0.09336225860316821,0,0,2.1361883562717496,6.248871560993032,C3;GHR;THRB;LEP;S1PR1;LEPR;NR3C1
Prion disease,6/273,0.05476369218489602,0.09455293728798453,0,0,2.2863998127340825,6.641369225962622,EGR1;KLC2;CAV2;CAV1;PIK3R1;LAMC1
Phospholipase D signaling pathway,4/148,0.0597346584876649,0.10233612035483676,0,0,2.8147193585337917,7.931436911670672,ARF1;KIT;PIK3R1;EGFR
mTOR signaling pathway,4/154,0.06708792293391805,0.11403744809589628,0,0,2.7013058419243987,7.298256400706165,RPS6KA3;FZD4;PIK3R1;SGK1
Fat digestion and absorption,2/43,0.06759685837358557,0.11403744809589628,0,0,4.918118466898955,13.250364137460942,ABCA1;CD36
ABC transporters,2/45,0.07317652182093962,0.1225152372911186,0,0,4.688894162316089,12.260898613128823,ABCA1;TAP1
Hematopoietic cell lineage,3/99,0.07530024677639337,0.12512296644799198,0,0,3.1580128205128206,8.167479713124104,MME;KIT;CD36
Melanogenesis,3/101,0.07889497825568491,0.13011783727243556,0,0,3.0932496075353217,7.855733319132799,TCF7L2;FZD4;KIT
Intestinal immune network for IgA production,2/48,0.08181072190551267,0.13392718178606147,0,0,4.382431233362911,10.970745946307456,CXCL12;CXCR4
Protein digestion and absorption,3/103,0.08256345325766513,0.13416561154370585,0,0,3.031076923076923,7.560076145928414,COL17A1;COL1A2;MME
NF-kappa B signaling pathway,3/104,0.08442489877948275,0.1344168461836447,0,0,3.000913937547601,7.417937890699555,CXCL12;PLAU;TLR4
T cell receptor signaling pathway,3/104,0.08442489877948275,0.1344168461836447,0,0,3.000913937547601,7.417937890699555,JUN;PIK3R1;FOS
cGMP-PKG signaling pathway,4/167,0.0845427222603014,0.1344168461836447,0,0,2.4842198469420023,6.137260867723485,RGS2;MEF2C;IRS2;MYLK
Protein processing in endoplasmic reticulum,4/171,0.09031976886450205,0.14257620656467823,0,0,2.424223717513427,5.82880088390595,PPP1R15A;DNAJC1;CALR;CRYAB
Cholinergic synapse,3/113,0.10196100060169108,0.15981121370903353,0,0,2.754125874125874,6.288123487024435,GNG2;PIK3R1;FOS
Notch signaling pathway,2/59,0.11580812452808689,0.18023658817399438,0,0,3.5347296813462226,7.6202429080226235,MAML2;DTX1
Neutrophil extracellular trap formation,4/189,0.11853968166913981,0.18319768985230697,0,0,2.186347171914182,4.662401759323885,C3;VWF;PIK3R1;TLR4
Glycerolipid metabolism,2/61,0.1223248600244283,0.18665708539096262,0,0,3.414562435143549,7.174251720956937,ALDH2;LPL
Herpes simplex virus 1 infection,8/498,0.12246731846918363,0.18665708539096262,0,0,1.6594629430719656,3.4847246087233343,C3;SOCS3;STAT1;TAP1;CCL2;PIK3R1;CALR;FADD
Basal cell carcinoma,2/63,0.12892888030731356,0.19515946950627602,0,0,3.3022750083640013,6.764691670684913,TCF7L2;FZD4
GnRH secretion,2/64,0.13226176364444261,0.19884251541103276,0,0,3.248847926267281,6.572329238772686,SPP1;PIK3R1
Oocyte meiosis,3/129,0.13628291474652712,0.20350354161474657,0,0,2.4024420024420023,4.7881204817013945,RPS6KA3;PPP2R1B;PLK1
Dopaminergic synapse,3/132,0.14311394606993147,0.21226967839902586,0,0,2.3462134764460347,4.561306795851138,GNG2;PPP2R1B;FOS
Amphetamine addiction,2/69,0.14920640519815692,0.21983077032528453,0,0,3.0056350898568382,5.717994319469603,JUN;FOS
RIG-I-like receptor signaling pathway,2/70,0.15264657758572944,0.22340989169831924,0,0,2.961284513805522,5.566119151638943,CXCL10;FADD
Autophagy,3/137,0.15474446270669953,0.22484975875858473,0,0,2.258094144661309,4.2135588513196165,IRS2;PIK3R1;CTSD
Nitrogen metabolism,1/17,0.15566521760209712,0.22484975875858473,0,0,6.277284263959391,11.676047647649668,CA12
Ubiquitin mediated proteolysis,3/140,0.16186119657228895,0.23228132754854455,0,0,2.2083099382369453,4.021368000574755,SOCS3;UBE2L6;ELOB
p53 signaling pathway,2/73,0.16305775708765646,0.23248880204111017,0,0,2.835728657660247,5.143021556990856,CCND2;CCND1
Gastric acid secretion,2/76,0.17359183405203202,0.24592176490704537,0,0,2.720353006067292,4.763470096264379,EZR;MYLK
Arrhythmogenic right ventricular cardiomyopathy,2/77,0.1771276934917909,0.2493326131317566,0,0,2.6839455782312927,4.64559946298882,TCF7L2;DMD
Antigen processing and presentation,2/78,0.18067483439031992,0.25199534483340796,0,0,2.648496240601504,4.531726332759098,TAP1;CALR
Cell adhesion molecules,3/148,0.18129981822856048,0.25199534483340796,0,0,2.0856233421750665,3.561417017639496,CDH5;VCAN;PECAM1
Pantothenate and CoA biosynthesis,1/21,0.1886376234670404,0.2605557174138496,0,0,5.020812182741117,8.374350413278753,ALDH2
Histidine metabolism,1/22,0.19667854246153751,0.2699748936894397,0,0,4.781484167270969,7.77557614353097,ALDH2
Proximal tubule bicarbonate reclamation,1/23,0.20464017128814416,0.27745691935386413,0,0,4.56391324411629,7.240657964857908,AQP1
Renin-angiotensin system,1/23,0.20464017128814416,0.27745691935386413,0,0,4.56391324411629,7.240657964857908,MME
Hypertrophic cardiomyopathy,2/90,0.22392419754529538,0.30175151010677004,0,0,2.285946196660482,3.4207989013747016,TPM3;DMD
Morphine addiction,2/91,0.22756999547526713,0.304805872727479,0,0,2.260146755331346,3.345689400553753,GRK3;GNG2
Dilated cardiomyopathy,2/96,0.24585361218265625,0.32731113429136766,0,0,2.139383412939644,3.001595560816009,TPM3;DMD
Fc gamma R-mediated phagocytosis,2/97,0.24951830635914535,0.3302008724872523,0,0,2.1167561761546723,2.938529597067055,GSN;PIK3R1
Ascorbate and aldarate metabolism,1/30,0.2582158467438044,0.3376668765111288,0,0,3.4610537370908454,4.686126340024527,ALDH2
beta-Alanine metabolism,1/30,0.2582158467438044,0.3376668765111288,0,0,3.4610537370908454,4.686126340024527,ALDH2
Asthma,1/31,0.2655705309713454,0.34322273300975054,0,0,3.3455160744500847,4.435735523700054,CCL11
Circadian rhythm,1/31,0.2655705309713454,0.34322273300975054,0,0,3.3455160744500847,4.435735523700054,PER1
Glucagon signaling pathway,2/107,0.28619716807638196,0.36773008223767684,0,0,1.9141885325558794,2.394792091490246,PPP4C;FOXO1
Serotonergic synapse,2/113,0.30813721009604533,0.39144897190475114,0,0,1.8101673101673101,2.130947254489711,GNG2;DUSP1
African trypanosomiasis,1/37,0.30819964303812986,0.39144897190475114,0,0,2.7870840383530737,3.2804188561600878,LAMA4
Glutamatergic synapse,2/114,0.3117826420840456,0.39373693657470904,0,0,1.7939139941690962,2.0907152597192966,GRK3;GNG2
Primary immunodeficiency,1/38,0.3150611495175608,0.3956165570646644,0,0,2.7116202496913155,3.131890295718747,TAP1
Ferroptosis,1/41,0.3352420349621892,0.4185790380036373,0,0,2.5078680203045685,2.7408552681952725,TF
Tryptophan metabolism,1/42,0.3418366468986575,0.4244151627224905,0,0,2.4465766992695306,2.626209979517433,ALDH2
Fatty acid degradation,1/43,0.3483661651472519,0.4301057122767747,0,0,2.3882040125694948,2.518363886481836,ALDH2
cAMP signaling pathway,3/216,0.36109662870439546,0.44334641635373,0,0,1.4148790176959192,1.4412094732521261,JUN;PIK3R1;FOS
Carbohydrate digestion and absorption,1/47,0.3738459943589709,0.4539558502930361,0,0,2.1800926947693666,2.145017938066358,PIK3R1
Pyruvate metabolism,1/47,0.3738459943589709,0.4539558502930361,0,0,2.1800926947693666,2.145017938066358,ALDH2
Vascular smooth muscle contraction,2/133,0.3799989556459923,0.4564845198896693,0,0,1.5322480137093004,1.4825829134193798,ACTA2;MYLK
"Valine, leucine and isoleucine degradation",1/48,0.3800595097723944,0.4564845198896693,0,0,2.133599740792742,2.064102922116796,ALDH2
Cocaine addiction,1/49,0.3862116748146341,0.4613663791028872,0,0,2.0890439932318103,1.9874531142481775,JUN
Arginine and proline metabolism,1/50,0.39230309216925463,0.46363092710911913,0,0,2.0463068476121413,1.914771355908193,ALDH2
Vibrio cholerae infection,1/50,0.39230309216925463,0.46363092710911913,0,0,2.0463068476121413,1.914771355908193,ARF1
Endocrine and other factor-regulated calcium reabsorption,1/53,0.4102187971882732,0.4822252881840871,0,0,1.9279578289730575,1.717934990867154,ESR1
Adrenergic signaling in cardiomyocytes,2/150,0.43855675022045876,0.5128097449667798,0,0,1.3550744622173194,1.1169418833292173,PPP2R1B;TPM3
Parkinson disease,3/249,0.4485395075904751,0.5179740446905747,0,0,1.2230143839899938,0.980562193995198,KLC2;DUSP1;UBE2L6
Long-term depression,1/60,0.45000459991217345,0.5179740446905747,0,0,1.6986148154521208,1.356339639850197,PPP2R1B
Mineral absorption,1/60,0.45000459991217345,0.5179740446905747,0,0,1.6986148154521208,1.356339639850197,TF
Cytosolic DNA-sensing pathway,1/63,0.4662272355021483,0.5311145311648184,0,0,1.6161781562141804,1.2332766761682552,CXCL10
Lysine degradation,1/63,0.4662272355021483,0.5311145311648184,0,0,1.6161781562141804,1.2332766761682552,ALDH2
Cortisol synthesis and secretion,1/65,0.47677692695547874,0.540347183882876,0,0,1.565513959390863,1.159586453002292,NR4A1
Glycolysis / Gluconeogenesis,1/67,0.4871191419956142,0.5464636059950798,0,0,1.5179203199507767,1.0917589397373917,ALDH2
Long-term potentiation,1/67,0.4871191419956142,0.5464636059950798,0,0,1.5179203199507767,1.0917589397373917,RPS6KA3
Fc epsilon RI signaling pathway,1/68,0.4922137176728752,0.5466293045512836,0,0,1.4951890294719297,1.059853187664649,PIK3R1
Mitophagy,1/68,0.4922137176728752,0.5466293045512836,0,0,1.4951890294719297,1.059853187664649,JUN
Renin secretion,1/69,0.4972579405637863,0.5494700243229839,0,0,1.4731263063601074,1.029194379515607,AQP1
Synaptic vesicle cycle,1/78,0.5404701953926593,0.5942483242874512,0,0,1.3003493967960973,0.8001255112715814,SNAP25
Insulin secretion,1/86,0.575767323420109,0.6299236558210103,0,0,1.1774858166616902,0.6500329906392318,SNAP25
Cardiac muscle contraction,1/87,0.5799853520992417,0.6314126246991745,0,0,1.1637350962106008,0.6339475224236494,TPM3
Gap junction,1/88,0.5841616516113389,0.6328417892456172,0,0,1.1503004842756286,0.6183756974104047,EGFR
GABAergic synapse,1/89,0.5882966327203135,0.6342124674692161,0,0,1.1371712044300877,0.6032965943094887,GNG2
Bile secretion,1/90,0.592390702164663,0.6355259474679152,0,0,1.1243369645810757,0.58869034541816,AQP1
Phosphatidylinositol signaling system,1/97,0.6199370002177738,0.6563888888522843,0,0,1.0419839255499155,0.49821150444544404,PIK3R1
Aldosterone synthesis and secretion,1/98,0.6237179486831661,0.6563888888522843,0,0,1.031189491862473,0.48678023663841374,NR4A1
Inflammatory mediator regulation of TRP channels,1/98,0.6237179486831661,0.6563888888522843,0,0,1.031189491862473,0.48678023663841374,PIK3R1
mRNA surveillance pathway,1/98,0.6237179486831661,0.6563888888522843,0,0,1.031189491862473,0.48678023663841374,PPP2R1B
Thermogenesis,2/232,0.6716366102666964,0.7034677292366821,0,0,0.8683229813664596,0.345625406750394,RPS6KA3;PPARG
Pathways of neurodegeneration,4/475,0.6952505876775168,0.7247659428147699,0,0,0.8462363473198065,0.30759247596074907,KLC2;FZD4;UBE2L6;FADD
Lysosome,1/128,0.7212923540600442,0.7483831467007971,0,0,0.7864023342259883,0.2569260883564558,CTSD
Natural killer cell mediated cytotoxicity,1/131,0.7295409255233386,0.7534044137413917,0,0,0.7681374463100351,0.24222431776128017,PIK3R1
Systemic lupus erythematosus,1/135,0.7401623692877073,0.7608180633143409,0,0,0.745056443669975,0.22417682877072753,C3
Spinocerebellar ataxia,1/143,0.7601760907860682,0.7777727595542642,0,0,0.7027954529205691,0.19271014955075425,PIK3R1
Retrograde endocannabinoid signaling,1/148,0.7718978649398348,0.7861263970124585,0,0,0.6787181877827273,0.1757222000911549,GNG2
Huntington disease,2/306,0.8089520917893323,0.8200844600249653,0,0,0.6544709989258861,0.13875805021466703,KLC2;PPARG
Olfactory transduction,3/440,0.8141582261666318,0.8215934611087929,0,0,0.6817461714486887,0.14016738837544981,RGS2;GRK3;NCALD
Alcoholism,1/186,0.8442063722761229,0.8480436739682872,0,0,0.5382631362326794,0.09115932828441374,GNG2
Amyotrophic lateral sclerosis,1/364,0.9741363503550603,0.9741363503550603,0,0,0.27183230551943055,0.00712309238546231,KLC2
